chrM ENST00000450305.2 11276 6.55535
chrM ENST00000488147.1 13557 1.24251
chrM ENST00000473358.1 28785 1.47515
chrM ENST00000473358.1 29312 36.30007
chrM ENST00000469289.1 29312 36.30007
chrM ENST00000461467.1 34824 3.15057
chrM ENST00000606857.1 51478 0
chrM ENST00000466430.4 88891 1.27961
chrM ENST00000477740.4 91421 22.12458
chrM ENST00000495576.1 88891 1.27961
chrM ENST00000595919.1 137394 0.74656
chrM ENST00000624431.1 181847 18.90241
chrM ENST00000624431.1 182199 0.52567
chrM ENST00000623834.2 184517 0.57129
chrM ENST00000623083.2 184517 0.57129
chrM ENST00000624735.1 184517 0.57129
chrM ENST00000448958.1 257973 0.25467
chrM ENST00000424587.5 265961 1.13997
chrM ENST00000450734.1 257973 0.25467
chrM ENST00000441866.1 356415 2.58619
chrM ENST00000441866.1 357055 2.20534
chrM ENST00000426406.2 449781 4.15642
chrM ENST00000440196.2 593509 0
chrM ENST00000357876.5 593509 0
chrM ENST00000440200.4 600746 4.96817
chrM ENST00000617238.1 630395 23.49193
chrM ENST00000414273.1 630395 23.49193
chrM ENST00000621981.1 631983 32.41557
chrM ENST00000427426.1 631983 32.41557
chrM ENST00000427426.1 632585 28.09643
chrM ENST00000467115.1 632585 28.09643
chrM ENST00000467115.1 632943 6.9051
chrM ENST00000514057.1 632943 6.9051
chrM ENST00000514057.1 633463 20.86629
chrM ENST00000416718.2 633463 20.86629
chrM ENST00000416718.2 634026 35.71686
chrM ENST00000589899.4 778819 50.30001
chrM ENST00000609830.1 778819 50.30001
chrM ENST00000429505.4 778819 50.30001
chr1 ENST00000450305.2 11276 6.55535
chr1 ENST00000488147.1 13557 1.24251
chr1 ENST00000473358.1 28785 1.47515
chr1 ENST00000473358.1 29312 36.30007
chr1 ENST00000469289.1 29312 36.30007
chr1 ENST00000461467.1 34824 3.15057
chr1 ENST00000606857.1 51478 0
chr1 ENST00000466430.4 88891 1.27961
chr1 ENST00000477740.4 91421 22.12458
chr1 ENST00000495576.1 88891 1.27961
chr1 ENST00000595919.1 137394 0.74656
chr1 ENST00000624431.1 181847 18.90241
chr1 ENST00000624431.1 182199 0.52567
chr1 ENST00000623834.2 184517 0.57129
chr1 ENST00000623083.2 184517 0.57129
chr1 ENST00000624735.1 184517 0.57129
chr1 ENST00000448958.1 257973 0.25467
chr1 ENST00000424587.5 265961 1.13997
chr1 ENST00000450734.1 257973 0.25467
chr1 ENST00000441866.1 356415 2.58619
chr1 ENST00000441866.1 357055 2.20534
chr1 ENST00000426406.2 449781 4.15642
chr1 ENST00000440196.2 593509 0
chr1 ENST00000357876.5 593509 0
chr1 ENST00000440200.4 600746 4.96817
chr1 ENST00000617238.1 630395 23.49193
chr1 ENST00000414273.1 630395 23.49193
chr1 ENST00000621981.1 631983 32.41557
chr1 ENST00000427426.1 631983 32.41557
chr1 ENST00000427426.1 632585 28.09643
chr1 ENST00000467115.1 632585 28.09643
chr1 ENST00000467115.1 632943 6.9051
chr1 ENST00000514057.1 632943 6.9051
chr1 ENST00000514057.1 633463 20.86629
chr1 ENST00000416718.2 633463 20.86629
chr1 ENST00000416718.2 634026 35.71686
chr1 ENST00000589899.4 778819 50.30001
chr1 ENST00000609830.1 778819 50.30001
chr1 ENST00000429505.4 778819 50.30001
chr1 ENST00000590817.3 805662 0
chr1 ENST00000441765.4 827567 38.71579
chr1 ENST00000609139.4 827567 38.71579
chr1 ENST00000449005.4 827567 38.71579
chr1 ENST00000416570.4 827567 38.71579
chr1 ENST00000623070.2 827567 38.71579
chr1 ENST00000609009.4 827567 38.71579
chr1 ENST00000622921.1 827567 38.71579
chr1 ENST00000437963.4 924810 0.72538
chr1 ENST00000342066.6 924810 0.72538
chr1 ENST00000618181.3 924810 0.72538
chr1 ENST00000622503.3 924810 0.72538
chr1 ENST00000618323.3 924810 0.72538
chr1 ENST00000616016.3 924810 0.72538
chr1 ENST00000618779.3 924810 0.72538
chr1 ENST00000616125.3 924810 0.72538
chr1 ENST00000620200.3 924810 0.72538
chr1 ENST00000617307.3 924810 0.72538
chr1 ENST00000455979.1 938281 10.91396
chr1 ENST00000455979.1 938887 1.05627
chr1 ENST00000474461.1 940418 1.58887
chr1 ENST00000466827.1 941739 3.8194
chr1 ENST00000466827.1 941997 0.30553
chr1 ENST00000464948.1 941739 3.8194
chr1 ENST00000464948.1 941997 0.30553
chr1 ENST00000483767.4 943334 0.53841
chr1 ENST00000327044.6 943334 0.53841
chr1 ENST00000477976.4 943334 0.53841
chr1 ENST00000487214.1 954090 0.78515
chr1 ENST00000463212.1 960578 3.83219
chr1 ENST00000624697.2 1000151 17.34021
chr1 ENST00000624652.1 1000151 17.34021
chr1 ENST00000620552.3 1019465 15.72114
chr1 ENST00000379370.5 1019465 15.72114
chr1 ENST00000477585.1 1033220 13.81291
chr1 ENST00000461111.1 1051331 0.59945
chr1 ENST00000433695.1 1064005 3.87163
chr1 ENST00000451054.1 1064005 3.87163
chr1 ENST00000379339.4 1081116 1.10025
chr1 ENST00000465822.4 1081116 1.10025
chr1 ENST00000379325.6 1081116 1.10025
chr1 ENST00000421241.5 1081116 1.10025
chr1 ENST00000487177.4 1081116 1.10025
chr1 ENST00000477196.4 1081116 1.10025
chr1 ENST00000467751.4 1081116 1.10025
chr1 ENST00000480643.1 1090948 1.37375
chr1 ENST00000416774.1 1136687 19.72186
chr1 ENST00000384875.2 1167485 3.49232
chr1 ENST00000486379.1 1184836 5.66203
chr1 ENST00000403997.2 1217961 0.58465
chr1 ENST00000379198.3 1232108 39.22268
chr1 ENST00000565563.1 1249332 5.29261
chr1 ENST00000491779.4 1255755 0.25467
chr1 ENST00000466752.4 1256391 1.66019
chr1 ENST00000503294.4 1256391 1.66019
chr1 ENST00000477894.4 1256391 1.66019
chr1 ENST00000471154.1 1256391 1.66019
chr1 ENST00000422076.4 1256391 1.66019
chr1 ENST00000502382.1 1256391 1.66019
chr1 ENST00000488418.2 1267329 1.26126
chr1 ENST00000434139.1 1274618 0.6875
chr1 ENST00000453732.1 1274618 0.6875
chr1 ENST00000616713.3 1281056 0.08076
chr1 ENST00000400928.6 1281056 0.08076
chr1 ENST00000470022.1 1281056 0.08076
chr1 ENST00000325425.11 1281922 19.73796
chr1 ENST00000467651.2 1281922 19.73796
chr1 ENST00000354700.8 1291400 0.93323
chr1 ENST00000354700.8 1291980 7.80061
chr1 ENST00000492936.4 1291400 0.93323
chr1 ENST00000492936.4 1291980 7.80061
chr1 ENST00000467278.4 1291980 7.80061
chr1 ENST00000470659.1 1293772 2.33562
chr1 ENST00000379031.8 1308462 17.93035
chr1 ENST00000470520.4 1308462 17.93035
chr1 ENST00000463758.1 1308462 17.93035
chr1 ENST00000467712.1 1308462 17.93035
chr1 ENST00000493657.1 1308462 17.93035
chr1 ENST00000429572.4 1318404 5.27177
chr1 ENST00000498173.2 1318404 5.27177
chr1 ENST00000496353.1 1318404 5.27177
chr1 ENST00000493534.5 1318404 5.27177
chr1 ENST00000534345.4 1318404 5.27177
chr1 ENST00000534345.4 1318970 2.73087
chr1 ENST00000532952.4 1318404 5.27177
chr1 ENST00000532952.4 1318970 2.73087
chr1 ENST00000490853.4 1318404 5.27177
chr1 ENST00000490853.4 1318970 2.73087
chr1 ENST00000531019.4 1318404 5.27177
chr1 ENST00000531019.4 1318970 2.73087
chr1 ENST00000498476.5 1318404 5.27177
chr1 ENST00000498476.5 1318970 2.73087
chr1 ENST00000470679.2 1318970 2.73087
chr1 ENST00000488011.1 1324671 25.3927
chr1 ENST00000464351.1 1354900 0.80571
chr1 ENST00000460473.1 1354900 0.80571
chr1 ENST00000480479.4 1385564 0.77096
chr1 ENST00000482621.4 1385564 0.77096
chr1 ENST00000463260.4 1385564 0.77096
chr1 ENST00000400809.6 1385564 0.77096
chr1 ENST00000496007.4 1385564 0.77096
chr1 ENST00000482365.4 1385564 0.77096
chr1 ENST00000408952.8 1385564 0.77096
chr1 ENST00000480646.1 1388940 0.23664
chr1 ENST00000448629.4 1399416 43.18917
chr1 ENST00000444362.2 1399416 43.18917
chr1 ENST00000418833.2 1399416 43.18917
chr1 ENST00000576232.1 1399416 43.18917
chr1 ENST00000570344.1 1399416 43.18917
chr1 ENST00000447725.2 1399416 43.18917
chr1 ENST00000572242.1 1399416 43.18917
chr1 ENST00000428932.1 1419496 1.08505
chr1 ENST00000428932.1 1419913 0.25467
chr1 ENST00000484537.2 1461873 8.16878
chr1 ENST00000378736.3 1478719 1.83918
chr1 ENST00000474481.1 1483880 1.04842
chr1 ENST00000378755.8 1512075 36.81492
chr1 ENST00000339113.7 1512075 36.81492
chr1 ENST00000536055.4 1512075 36.81492
chr1 ENST00000378733.7 1534806 2.21664
chr1 ENST00000425828.1 1534806 2.21664
chr1 ENST00000291386.3 1540900 1.32867
chr1 ENST00000378726.1 1540900 1.32867
chr1 ENST00000378725.3 1543661 13.2352
chr1 ENST00000621860.1 1583050 0.18311
chr1 ENST00000422725.3 1597384 0.76458
chr1 ENST00000487053.4 1615462 36.18553
chr1 ENST00000502470.4 1615462 36.18553
chr1 ENST00000378712.4 1615462 36.18553
chr1 ENST00000507082.1 1615462 36.18553
chr1 ENST00000463492.1 1615462 36.18553
chr1 ENST00000510793.4 1615462 36.18553
chr1 ENST00000504599.4 1615462 36.18553
chr1 ENST00000504599.4 1616190 5.05614
chr1 ENST00000507229.4 1615462 36.18553
chr1 ENST00000507229.4 1616190 5.05614
chr1 ENST00000503789.4 1616744 0.5616
chr1 ENST00000378708.4 1616744 0.5616
chr1 ENST00000506488.4 1616744 0.5616
chr1 ENST00000473511.4 1626774 2.20511
chr1 ENST00000464570.1 1626774 2.20511
chr1 ENST00000483015.1 1627505 24.56937
chr1 ENST00000341832.9 1634842 2.94747
chr1 ENST00000407249.6 1634842 2.94747
chr1 ENST00000615951.3 1634842 2.94747
chr1 ENST00000340677.8 1634842 2.94747
chr1 ENST00000611150.2 1634842 2.94747
chr1 ENST00000629289.1 1634842 2.94747
chr1 ENST00000626918.1 1634842 2.94747
chr1 ENST00000629312.1 1634842 2.94747
chr1 ENST00000317673.8 1634842 2.94747
chr1 ENST00000614300.3 1659351 21.77221
chr1 ENST00000480991.1 1662814 1.74161
chr1 ENST00000596308.1 1671519 0.05052
chr1 ENST00000356200.6 1702531 0.16821
chr1 ENST00000463652.4 1702531 0.16821
chr1 ENST00000356937.6 1702531 0.16821
chr1 ENST00000378638.5 1702531 0.16821
chr1 ENST00000509982.4 1702531 0.16821
chr1 ENST00000404249.6 1702531 0.16821
chr1 ENST00000460465.4 1702531 0.16821
chr1 ENST00000357760.5 1702531 0.16821
chr1 ENST00000358779.8 1702531 0.16821
chr1 ENST00000378633.4 1702531 0.16821
chr1 ENST00000478901.1 1702531 0.16821
chr1 ENST00000468397.1 1702531 0.16821
chr1 ENST00000489300.1 1704061 0.95827
chr1 ENST00000492390.4 1704061 0.95827
chr1 ENST00000474916.1 1704061 0.95827
chr1 ENST00000479362.1 1715636 34.9178
chr1 ENST00000598846.1 1702531 0.16821
chr1 ENST00000577672.1 1724407 28.69514
chr1 ENST00000417099.1 1724407 28.69514
chr1 ENST00000355439.5 1724407 28.69514
chr1 ENST00000480542.1 1778872 9.10771
chr1 ENST00000437146.1 1804145 0.67531
chr1 ENST00000412228.1 1890732 0.52709
chr1 ENST00000412228.1 1891123 23.75284
chr1 ENST00000270720.10 1952812 0.74656
chr1 ENST00000468610.4 1954509 0.25467
chr1 ENST00000468610.4 1954845 0.74656
chr1 ENST00000461752.3 1954845 0.74656
chr1 ENST00000378590.4 1987401 1.26577
chr1 ENST00000378585.5 2018879 0.6312
chr1 ENST00000445600.1 2048472 3.08375
chr1 ENST00000449154.1 2048472 3.08375
chr1 ENST00000378567.6 2049628 2.22369
chr1 ENST00000378567.6 2050264 25.56136
chr1 ENST00000468310.4 2049628 2.22369
chr1 ENST00000468310.4 2050264 25.56136
chr1 ENST00000484419.1 2049628 2.22369
chr1 ENST00000484419.1 2050264 25.56136
chr1 ENST00000503297.1 2050264 25.56136
chr1 ENST00000400921.5 2073249 0.19263
chr1 ENST00000495347.4 2073249 0.19263
chr1 ENST00000461106.5 2073249 0.19263
chr1 ENST00000486681.4 2104625 0.84989
chr1 ENST00000470986.4 2110983 0.33512
chr1 ENST00000470511.4 2115684 0.3113
chr1 ENST00000471018.5 2133364 24.31155
chr1 ENST00000497183.4 2134830 0.47785
chr1 ENST00000419838.5 2134830 0.47785
chr1 ENST00000503672.1 2145087 0
chr1 ENST00000478770.5 2145087 0
chr1 ENST00000606533.1 2140112 2.68682
chr1 ENST00000378536.4 2227755 35.84995
chr1 ENST00000508416.1 2231862 1.82658
chr1 ENST00000606372.4 2331519 0
chr1 ENST00000606372.4 2331929 1.957
chr1 ENST00000449373.2 2373984 0.90817
chr1 ENST00000378525.2 2377087 1.10953
chr1 ENST00000378518.4 2391723 49.22002
chr1 ENST00000605895.4 2391723 49.22002
chr1 ENST00000630837.1 2391723 49.22002
chr1 ENST00000306256.12 2391723 49.22002
chr1 ENST00000493207.1 2391723 49.22002
chr1 ENST00000378512.4 2391723 49.22002
chr1 ENST00000488353.2 2393747 4.4982
chr1 ENST00000609981.4 2425360 1.74546
chr1 ENST00000343889.7 2478289 13.89921
chr1 ENST00000473964.4 2497305 0.59541
chr1 ENST00000606645.1 2546285 15.50981
chr1 ENST00000449660.4 2548940 9.87149
chr1 ENST00000443892.2 2548940 9.87149
chr1 ENST00000416860.2 2548940 9.87149
chr1 ENST00000426449.4 2555276 1.93098
chr1 ENST00000434817.4 2555276 1.93098
chr1 ENST00000435221.5 2555276 1.93098
chr1 ENST00000451778.4 2555276 1.93098
chr1 ENST00000409119.4 2555276 1.93098
chr1 ENST00000409119.4 2555986 13.16645
chr1 ENST00000355716.4 2555986 13.16645
chr1 ENST00000475523.4 2555986 13.16645
chr1 ENST00000442392.5 2555986 13.16645
chr1 ENST00000482074.5 2555986 13.16645
chr1 ENST00000496064.4 2555986 13.16645
chr1 ENST00000463471.5 2555986 13.16645
chr1 ENST00000466750.4 2557525 12.4027
chr1 ENST00000456687.3 2566297 2.1093
chr1 ENST00000493183.4 2585608 7.0221
chr1 ENST00000474659.4 2585608 7.0221
chr1 ENST00000419916.5 2586659 28.38273
chr1 ENST00000378424.7 2586659 28.38273
chr1 ENST00000537325.4 2586659 28.38273
chr1 ENST00000378427.4 2586659 28.38273
chr1 ENST00000464043.4 2586659 28.38273
chr1 ENST00000465233.4 2586659 28.38273
chr1 ENST00000498083.1 2586659 28.38273
chr1 ENST00000481683.4 2586659 28.38273
chr1 ENST00000484099.4 2586659 28.38273
chr1 ENST00000477045.1 2586659 28.38273
chr1 ENST00000509374.1 2605504 1.26835
chr1 ENST00000427302.1 2631726 10.16758
chr1 ENST00000427302.1 2632017 0.93522
chr1 ENST00000457440.1 2811486 0.74656
chr1 ENST00000378404.3 3020671 1.3202
chr1 ENST00000606170.1 3424836 4.22939
chr1 ENST00000378378.7 3453944 1.21666
chr1 ENST00000485984.1 3471968 1.75285
chr1 ENST00000485002.5 3490214 2.06426
chr1 ENST00000491842.1 3490214 2.06426
chr1 ENST00000491842.1 3490641 1.61771
chr1 ENST00000475790.4 3491689 0.46608
chr1 ENST00000475790.4 3492105 0.81414
chr1 ENST00000461795.1 3492105 0.81414
chr1 ENST00000461795.1 3492612 0.46608
chr1 ENST00000378344.5 3624865 40.10981
chr1 ENST00000344579.5 3624865 40.10981
chr1 ENST00000497940.4 3632530 0.05598
chr1 ENST00000469643.1 3632530 0.05598
